TRAIN_NO,DATE,STATION_DEPART,STATION_ARRV,NUM_PASSENGER
5,20190716,동대구,부산,27.0
5,20190717,동대구,부산,29.0
5,20190718,동대구,부산,42.0
5,20190719,동대구,부산,56.0
5,20190720,동대구,부산,44.0
5,20190721,동대구,부산,21.0
5,20190722,동대구,부산,27.0
5,20190723,동대구,부산,29.0
5,20190724,동대구,부산,27.0
5,20190725,동대구,부산,35.0
5,20190726,동대구,부산,58.0
5,20190727,동대구,부산,25.0
5,20190728,동대구,부산,25.0
5,20190729,동대구,부산,25.0
5,20190730,동대구,부산,25.0
5,20190701,동대구,울산,22.0
5,20190702,동대구,울산,29.0
5,20190703,동대구,울산,35.0
5,20190704,동대구,울산,24.0
5,20190705,동대구,울산,45.0
5,20190706,동대구,울산,63.0
5,20190707,동대구,울산,39.0
5,20190708,동대구,울산,29.0
5,20190709,동대구,울산,25.0
5,20190710,동대구,울산,24.0
5,20190711,동대구,울산,28.0
5,20190712,동대구,울산,37.0
5,20190713,동대구,울산,52.0
5,20190714,동대구,울산,64.0
5,20190715,동대구,울산,20.0
5,20190716,동대구,울산,29.0
5,20190717,동대구,울산,20.0
5,20190718,동대구,울산,20.0
5,20190719,동대구,울산,39.0
5,20190720,동대구,울산,55.0
5,20190721,동대구,울산,47.0
5,20190722,동대구,울산,23.0
5,20190723,동대구,울산,31.0
5,20190724,동대구,울산,20.0
5,20190725,동대구,울산,29.0
5,20190726,동대구,울산,33.0
5,20190727,동대구,울산,50.0
5,20190728,동대구,울산,38.0
5,20190729,동대구,울산,27.0
5,20190730,동대구,울산,41.0
5,20190701,오송,대전,7.0
5,20190702,오송,대전,7.0
5,20190703,오송,대전,9.0
5,20190704,오송,대전,9.0
5,20190705,오송,대전,8.0
5,20190706,오송,대전,3.0
5,20190707,오송,대전,6.0
5,20190708,오송,대전,2.0
5,20190709,오송,대전,10.0
5,20190710,오송,대전,5.0
5,20190711,오송,대전,5.0
5,20190712,오송,대전,15.0
5,20190713,오송,대전,7.0
5,20190714,오송,대전,6.0
5,20190715,오송,대전,1.0
5,20190716,오송,대전,4.0
5,20190717,오송,대전,10.0
5,20190718,오송,대전,2.0
5,20190719,오송,대전,12.0
5,20190720,오송,대전,2.0
5,20190721,오송,대전,5.0
5,20190722,오송,대전,2.0
5,20190723,오송,대전,1.0
5,20190724,오송,대전,6.0
5,20190725,오송,대전,7.0
5,20190726,오송,대전,18.0
5,20190727,오송,대전,6.0
5,20190728,오송,대전,5.0
5,20190729,오송,대전,5.0
5,20190730,오송,대전,12.0
5,20190701,오송,동대구,7.0
5,20190702,오송,동대구,23.0
5,20190703,오송,동대구,12.0
5,20190704,오송,동대구,22.0
5,20190705,오송,동대구,17.0
5,20190706,오송,동대구,23.0
5,20190707,오송,동대구,20.0
5,20190708,오송,동대구,15.0
5,20190709,오송,동대구,30.0
5,20190710,오송,동대구,10.0
5,20190711,오송,동대구,13.0
5,20190712,오송,동대구,26.0
5,20190713,오송,동대구,15.0
5,20190714,오송,동대구,20.0
5,20190715,오송,동대구,17.0
5,20190716,오송,동대구,40.0
5,20190717,오송,동대구,21.0
5,20190718,오송,동대구,24.0
5,20190719,오송,동대구,24.0
5,20190720,오송,동대구,16.0
5,20190721,오송,동대구,12.0
5,20190722,오송,동대구,18.0
5,20190723,오송,동대구,9.0
5,20190724,오송,동대구,36.0
5,20190725,오송,동대구,22.0
5,20190726,오송,동대구,37.0
5,20190727,오송,동대구,22.0
5,20190728,오송,동대구,16.0
5,20190729,오송,동대구,15.0
5,20190730,오송,동대구,23.0
5,20190701,오송,부산,33.0
5,20190702,오송,부산,31.0
5,20190703,오송,부산,29.0
5,20190704,오송,부산,53.0
5,20190705,오송,부산,48.0
5,20190706,오송,부산,33.0
5,20190707,오송,부산,25.0
5,20190708,오송,부산,28.0
5,20190709,오송,부산,49.0
5,20190710,오송,부산,44.0
5,20190711,오송,부산,37.0
5,20190712,오송,부산,77.0
5,20190713,오송,부산,18.0
5,20190714,오송,부산,18.0
5,20190715,오송,부산,20.0
5,20190716,오송,부산,28.0
5,20190717,오송,부산,40.0
5,20190718,오송,부산,47.0
5,20190719,오송,부산,50.0
5,20190720,오송,부산,20.0
5,20190721,오송,부산,30.0
5,20190722,오송,부산,21.0
5,20190723,오송,부산,28.0
5,20190724,오송,부산,43.0
5,20190725,오송,부산,59.0
5,20190726,오송,부산,82.0
5,20190727,오송,부산,31.0
5,20190728,오송,부산,36.0
5,20190729,오송,부산,25.0
5,20190730,오송,부산,63.0
5,20190701,오송,울산,16.0
5,20190702,오송,울산,19.0
5,20190703,오송,울산,18.0
5,20190704,오송,울산,23.0
5,20190705,오송,울산,33.0
5,20190706,오송,울산,19.0
5,20190707,오송,울산,28.0
5,20190708,오송,울산,23.0
5,20190709,오송,울산,14.0
5,20190710,오송,울산,22.0
5,20190711,오송,울산,13.0
5,20190712,오송,울산,36.0
5,20190713,오송,울산,18.0
5,20190714,오송,울산,19.0
5,20190715,오송,울산,18.0
5,20190716,오송,울산,28.0
5,20190717,오송,울산,38.0
5,20190718,오송,울산,27.0
5,20190719,오송,울산,25.0
5,20190720,오송,울산,5.0
5,20190721,오송,울산,14.0
5,20190722,오송,울산,21.0
5,20190723,오송,울산,22.0
5,20190724,오송,울산,29.0
5,20190725,오송,울산,30.0
5,20190726,오송,울산,21.0
5,20190727,오송,울산,11.0
5,20190728,오송,울산,23.0
5,20190729,오송,울산,15.0
5,20190730,오송,울산,28.0
5,20190701,광명,대전,7.0
5,20190702,광명,대전,17.0
5,20190703,광명,대전,15.0
5,20190704,광명,대전,27.0
5,20190705,광명,대전,14.0
5,20190706,광명,대전,28.0
5,20190707,광명,대전,26.0
5,20190708,광명,대전,20.0
5,20190709,광명,대전,11.0
5,20190710,광명,대전,21.0
5,20190711,광명,대전,18.0
5,20190712,광명,대전,12.0
5,20190713,광명,대전,39.0
5,20190714,광명,대전,17.0
5,20190715,광명,대전,26.0
5,20190716,광명,대전,17.0
5,20190717,광명,대전,17.0
5,20190718,광명,대전,17.0
5,20190719,광명,대전,21.0
5,20190720,광명,대전,20.0
5,20190721,광명,대전,38.0
5,20190722,광명,대전,17.0
5,20190723,광명,대전,16.0
5,20190724,광명,대전,31.0
5,20190725,광명,대전,34.0
5,20190726,광명,대전,18.0
5,20190727,광명,대전,21.0
5,20190728,광명,대전,41.0
5,20190729,광명,대전,26.0
5,20190730,광명,대전,23.0
5,20190701,광명,동대구,45.0
5,20190702,광명,동대구,32.0
5,20190703,광명,동대구,32.0
5,20190704,광명,동대구,44.0
5,20190705,광명,동대구,43.0
5,20190706,광명,동대구,48.0
5,20190707,광명,동대구,52.0
5,20190708,광명,동대구,34.0
5,20190709,광명,동대구,52.0
5,20190710,광명,동대구,57.0
5,20190711,광명,동대구,47.0
5,20190712,광명,동대구,40.0
5,20190713,광명,동대구,52.0
5,20190714,광명,동대구,40.0
5,20190715,광명,동대구,36.0
5,20190716,광명,동대구,22.0
5,20190717,광명,동대구,29.0
5,20190718,광명,동대구,36.0
5,20190719,광명,동대구,46.0
5,20190720,광명,동대구,42.0
5,20190721,광명,동대구,46.0
5,20190722,광명,동대구,35.0
5,20190723,광명,동대구,41.0
5,20190724,광명,동대구,36.0
5,20190725,광명,동대구,34.0
5,20190726,광명,동대구,32.0
5,20190727,광명,동대구,39.0
5,20190728,광명,동대구,57.0
5,20190729,광명,동대구,45.0
5,20190730,광명,동대구,57.0
5,20190701,광명,부산,47.0
5,20190702,광명,부산,61.0
5,20190703,광명,부산,38.0
5,20190704,광명,부산,39.0
5,20190705,광명,부산,59.0
5,20190706,광명,부산,65.0
5,20190707,광명,부산,48.0
5,20190708,광명,부산,45.0
5,20190709,광명,부산,35.0
5,20190710,광명,부산,43.0
5,20190711,광명,부산,42.0
5,20190712,광명,부산,69.0
5,20190713,광명,부산,68.0
5,20190714,광명,부산,55.0
5,20190715,광명,부산,47.0
5,20190716,광명,부산,44.0
5,20190717,광명,부산,53.0
5,20190718,광명,부산,57.0
5,20190719,광명,부산,55.0
5,20190720,광명,부산,79.0
5,20190721,광명,부산,73.0
5,20190722,광명,부산,43.0
5,20190723,광명,부산,83.0
5,20190724,광명,부산,75.0
5,20190725,광명,부산,43.0
5,20190726,광명,부산,64.0
5,20190727,광명,부산,41.0
5,20190728,광명,부산,69.0
5,20190729,광명,부산,58.0
5,20190730,광명,부산,63.0
5,20190701,광명,오송,4.0
5,20190702,광명,오송,12.0
5,20190703,광명,오송,5.0
5,20190704,광명,오송,3.0
5,20190705,광명,오송,14.0
5,20190706,광명,오송,9.0
5,20190707,광명,오송,23.0
5,20190708,광명,오송,4.0
5,20190709,광명,오송,1.0
5,20190710,광명,오송,8.0
5,20190711,광명,오송,2.0
5,20190712,광명,오송,15.0
5,20190713,광명,오송,15.0
5,20190714,광명,오송,16.0
5,20190715,광명,오송,7.0
5,20190716,광명,오송,3.0
5,20190717,광명,오송,9.0
5,20190718,광명,오송,6.0
5,20190719,광명,오송,20.0
5,20190720,광명,오송,12.0
5,20190721,광명,오송,18.0
5,20190722,광명,오송,5.0
5,20190723,광명,오송,5.0
5,20190724,광명,오송,4.0
5,20190725,광명,오송,5.0
5,20190726,광명,오송,14.0
5,20190727,광명,오송,16.0
5,20190728,광명,오송,11.0
5,20190729,광명,오송,6.0
5,20190730,광명,오송,1.0
5,20190701,광명,울산,30.0
5,20190702,광명,울산,22.0
5,20190703,광명,울산,41.0
5,20190704,광명,울산,40.0
5,20190705,광명,울산,58.0
5,20190706,광명,울산,57.0
5,20190707,광명,울산,62.0
5,20190708,광명,울산,43.0
5,20190709,광명,울산,30.0
5,20190710,광명,울산,41.0
5,20190711,광명,울산,51.0
5,20190712,광명,울산,62.0
5,20190713,광명,울산,44.0
5,20190714,광명,울산,65.0
5,20190715,광명,울산,28.0
5,20190716,광명,울산,33.0
5,20190717,광명,울산,36.0
5,20190718,광명,울산,35.0
5,20190719,광명,울산,45.0
5,20190720,광명,울산,60.0
5,20190721,광명,울산,67.0
5,20190722,광명,울산,49.0
5,20190723,광명,울산,45.0
5,20190724,광명,울산,47.0
5,20190725,광명,울산,46.0
5,20190726,광명,울산,71.0
5,20190727,광명,울산,76.0
5,20190728,광명,울산,74.0
5,20190729,광명,울산,45.0
5,20190730,광명,울산,33.0
5,20190701,울산,부산,13.0
5,20190702,울산,부산,10.0
5,20190703,울산,부산,20.0
5,20190704,울산,부산,21.0
5,20190705,울산,부산,33.0
5,20190706,울산,부산,27.0
5,20190707,울산,부산,30.0
5,20190708,울산,부산,26.0
5,20190709,울산,부산,30.0
5,20190710,울산,부산,14.0
5,20190711,울산,부산,24.0
5,20190712,울산,부산,29.0
5,20190713,울산,부산,37.0
5,20190714,울산,부산,22.0
5,20190715,울산,부산,18.0
5,20190716,울산,부산,21.0
5,20190717,울산,부산,28.0
5,20190718,울산,부산,23.0
5,20190719,울산,부산,36.0
5,20190720,울산,부산,23.0
5,20190721,울산,부산,22.0
5,20190722,울산,부산,14.0
5,20190723,울산,부산,17.0
5,20190724,울산,부산,29.0
5,20190725,울산,부산,29.0
5,20190726,울산,부산,44.0
5,20190727,울산,부산,23.0
5,20190728,울산,부산,22.0
5,20190729,울산,부산,21.0
5,20190730,울산,부산,29.0
6,20190701,서울,대전,78.0
6,20190702,서울,대전,81.0
6,20190703,서울,대전,106.0
6,20190704,서울,대전,124.0
6,20190705,서울,대전,126.0
6,20190706,서울,대전,114.0
6,20190707,서울,대전,115.0
6,20190708,서울,대전,82.0
6,20190709,서울,대전,110.0
6,20190710,서울,대전,100.0
6,20190711,서울,대전,81.0
6,20190712,서울,대전,104.0
6,20190713,서울,대전,87.0
6,20190714,서울,대전,113.0
6,20190715,서울,대전,81.0
6,20190716,서울,대전,99.0
6,20190717,서울,대전,66.0
6,20190718,서울,대전,113.0
6,20190719,서울,대전,118.0
6,20190720,서울,대전,114.0
6,20190721,서울,대전,132.0
6,20190722,서울,대전,97.0
6,20190723,서울,대전,112.0
6,20190724,서울,대전,109.0
6,20190725,서울,대전,115.0
6,20190726,서울,대전,98.0
6,20190727,서울,대전,92.0
6,20190728,서울,대전,131.0
6,20190729,서울,대전,77.0
6,20190730,서울,대전,75.0
6,20190701,서울,동대구,80.0
6,20190702,서울,동대구,103.0
6,20190703,서울,동대구,97.0
6,20190704,서울,동대구,115.0
6,20190705,서울,동대구,171.0
6,20190706,서울,동대구,133.0
6,20190707,서울,동대구,149.0
6,20190708,서울,동대구,83.0
6,20190709,서울,동대구,93.0
6,20190710,서울,동대구,93.0
6,20190711,서울,동대구,144.0
6,20190712,서울,동대구,186.0
6,20190713,서울,동대구,144.0
6,20190714,서울,동대구,177.0
6,20190715,서울,동대구,120.0
6,20190716,서울,동대구,117.0
6,20190717,서울,동대구,127.0
6,20190718,서울,동대구,105.0
6,20190719,서울,동대구,178.0
6,20190720,서울,동대구,112.0
6,20190721,서울,동대구,164.0
6,20190722,서울,동대구,106.0
6,20190723,서울,동대구,139.0
6,20190724,서울,동대구,97.0
6,20190725,서울,동대구,114.0
6,20190726,서울,동대구,142.0
6,20190727,서울,동대구,104.0
6,20190728,서울,동대구,144.0
6,20190729,서울,동대구,90.0
6,20190730,서울,동대구,117.0
6,20190701,서울,부산,119.0
6,20190702,서울,부산,122.0
6,20190703,서울,부산,136.0
6,20190704,서울,부산,137.0
6,20190705,서울,부산,224.0
6,20190706,서울,부산,130.0
6,20190707,서울,부산,207.0
6,20190708,서울,부산,109.0
6,20190709,서울,부산,129.0
6,20190710,서울,부산,122.0
6,20190711,서울,부산,139.0
6,20190712,서울,부산,241.0
6,20190713,서울,부산,129.0
6,20190714,서울,부산,215.0
6,20190715,서울,부산,95.0
6,20190716,서울,부산,176.0
6,20190717,서울,부산,133.0
6,20190718,서울,부산,151.0
6,20190719,서울,부산,234.0
6,20190720,서울,부산,167.0
6,20190721,서울,부산,238.0
6,20190722,서울,부산,116.0
6,20190723,서울,부산,131.0
6,20190724,서울,부산,182.0
6,20190725,서울,부산,164.0
6,20190726,서울,부산,299.0
6,20190727,서울,부산,119.0
6,20190728,서울,부산,208.0
6,20190729,서울,부산,128.0
6,20190730,서울,부산,114.0
6,20190701,서울,오송,47.0
6,20190702,서울,오송,70.0
6,20190703,서울,오송,57.0
6,20190704,서울,오송,98.0
6,20190705,서울,오송,100.0
6,20190706,서울,오송,64.0
6,20190707,서울,오송,78.0
6,20190708,서울,오송,53.0
6,20190709,서울,오송,56.0
6,20190710,서울,오송,85.0
6,20190711,서울,오송,93.0
6,20190712,서울,오송,117.0
6,20190713,서울,오송,72.0
6,20190714,서울,오송,68.0
6,20190715,서울,오송,75.0
6,20190716,서울,오송,74.0
6,20190717,서울,오송,73.0
6,20190718,서울,오송,78.0
6,20190719,서울,오송,102.0
6,20190720,서울,오송,70.0
6,20190721,서울,오송,55.0
6,20190722,서울,오송,73.0
6,20190723,서울,오송,70.0
6,20190724,서울,오송,84.0
6,20190725,서울,오송,75.0
6,20190726,서울,오송,89.0
6,20190727,서울,오송,41.0
6,20190728,서울,오송,82.0
6,20190729,서울,오송,59.0
6,20190730,서울,오송,68.0
6,20190701,서울,광명,6.0
6,20190702,서울,광명,20.0
6,20190703,서울,광명,8.0
6,20190704,서울,광명,7.0
6,20190705,서울,광명,15.0
6,20190706,서울,광명,8.0
6,20190707,서울,광명,5.0
6,20190708,서울,광명,2.0
6,20190709,서울,광명,17.0
6,20190710,서울,광명,17.0
6,20190711,서울,광명,5.0
6,20190712,서울,광명,23.0
6,20190713,서울,광명,4.0
6,20190714,서울,광명,5.0
6,20190715,서울,광명,8.0
6,20190716,서울,광명,12.0
6,20190717,서울,광명,14.0
6,20190718,서울,광명,17.0
6,20190719,서울,광명,30.0
6,20190720,서울,광명,5.0
6,20190721,서울,광명,3.0
6,20190722,서울,광명,8.0
6,20190723,서울,광명,21.0
6,20190724,서울,광명,9.0
6,20190725,서울,광명,11.0
6,20190726,서울,광명,21.0
6,20190727,서울,광명,6.0
6,20190728,서울,광명,5.0
6,20190729,서울,광명,18.0
6,20190730,서울,광명,11.0
6,20190701,서울,천안아산,43.0
6,20190702,서울,천안아산,52.0
6,20190703,서울,천안아산,68.0
6,20190704,서울,천안아산,52.0
6,20190705,서울,천안아산,78.0
6,20190706,서울,천안아산,95.0
6,20190707,서울,천안아산,81.0
6,20190708,서울,천안아산,51.0
6,20190709,서울,천안아산,54.0
6,20190710,서울,천안아산,35.0
6,20190711,서울,천안아산,45.0
6,20190712,서울,천안아산,80.0
6,20190713,서울,천안아산,100.0
6,20190714,서울,천안아산,78.0
6,20190715,서울,천안아산,59.0
6,20190716,서울,천안아산,64.0
6,20190717,서울,천안아산,54.0
6,20190718,서울,천안아산,83.0
6,20190719,서울,천안아산,92.0
6,20190720,서울,천안아산,78.0
6,20190721,서울,천안아산,70.0
6,20190722,서울,천안아산,62.0
6,20190723,서울,천안아산,51.0
6,20190724,서울,천안아산,45.0
6,20190725,서울,천안아산,63.0
6,20190726,서울,천안아산,70.0
6,20190727,서울,천안아산,81.0
6,20190728,서울,천안아산,70.0
6,20190729,서울,천안아산,59.0
6,20190730,서울,천안아산,79.0
6,20190701,서울,울산,43.0
6,20190702,서울,울산,40.0
6,20190703,서울,울산,62.0
6,20190704,서울,울산,57.0
6,20190705,서울,울산,90.0
6,20190706,서울,울산,54.0
6,20190707,서울,울산,107.0
6,20190708,서울,울산,48.0
6,20190709,서울,울산,57.0
6,20190710,서울,울산,63.0
6,20190711,서울,울산,62.0
6,20190712,서울,울산,83.0
6,20190713,서울,울산,62.0
6,20190714,서울,울산,129.0
6,20190715,서울,울산,57.0
6,20190716,서울,울산,41.0
6,20190717,서울,울산,52.0
6,20190718,서울,울산,63.0
6,20190719,서울,울산,62.0
6,20190720,서울,울산,63.0
6,20190721,서울,울산,106.0
6,20190722,서울,울산,40.0
6,20190723,서울,울산,51.0
6,20190724,서울,울산,49.0
6,20190725,서울,울산,76.0
6,20190726,서울,울산,91.0
6,20190727,서울,울산,54.0
6,20190728,서울,울산,135.0
6,20190729,서울,울산,60.0
6,20190730,서울,울산,57.0
6,20190701,대전,동대구,9.0
6,20190702,대전,동대구,8.0
6,20190703,대전,동대구,15.0
6,20190704,대전,동대구,5.0
6,20190705,대전,동대구,50.0
6,20190706,대전,동대구,18.0
6,20190707,대전,동대구,21.0
6,20190708,대전,동대구,10.0
6,20190709,대전,동대구,13.0
6,20190710,대전,동대구,10.0
6,20190711,대전,동대구,12.0
6,20190712,대전,동대구,36.0
6,20190713,대전,동대구,16.0
6,20190714,대전,동대구,13.0
6,20190715,대전,동대구,7.0
6,20190716,대전,동대구,9.0
6,20190717,대전,동대구,8.0
6,20190718,대전,동대구,10.0
6,20190719,대전,동대구,57.0
6,20190720,대전,동대구,14.0
6,20190721,대전,동대구,11.0
6,20190722,대전,동대구,19.0
6,20190723,대전,동대구,9.0
6,20190724,대전,동대구,7.0
6,20190725,대전,동대구,15.0
6,20190726,대전,동대구,42.0
6,20190727,대전,동대구,11.0
6,20190728,대전,동대구,21.0
6,20190729,대전,동대구,16.0
6,20190730,대전,동대구,11.0
6,20190701,대전,부산,5.0
6,20190702,대전,부산,12.0
6,20190703,대전,부산,14.0
6,20190704,대전,부산,14.0
6,20190705,대전,부산,93.0
6,20190706,대전,부산,15.0
6,20190707,대전,부산,22.0
6,20190708,대전,부산,7.0
